Cell_ID,charge_cycles,SOH_capacity,avg_voltage,avg_temp,max_factory_cap
Cell1,0,739.1109210621779,3.7350762212583146,40.41933992433481,739.1109210621779
Cell1,100,730.1929494056872,3.7356805096774193,40.32711510434782,739.1109210621779
Cell1,200,725.7467375962049,3.7364243172121894,40.327297584650104,739.1109210621779
Cell1,300,722.8431973239306,3.736473817903683,40.32204489546742,739.1109210621779
Cell1,400,718.3668958430143,3.7376955802965495,40.314725823210715,739.1109210621779
Cell1,500,714.9787006955092,3.7380264149813804,40.334303672300194,739.1109210621779
Cell1,600,711.6204053941345,3.738322718618705,40.30517850503597,739.1109210621779
Cell1,700,709.5321170323996,3.738288945151954,40.36040864196815,739.1109210621779
Cell1,800,705.8480111354505,3.7388838780622637,40.378438329938895,739.1109210621779
Cell1,900,702.5449768529222,3.7392403858520904,40.38455092692195,739.1109210621779
Cell1,1000,699.4156477527364,3.7395246271285965,40.36335875513799,739.1109210621779
Cell1,1100,696.2835912151658,3.739851762518431,40.43320337776467,739.1109210621779
Cell1,1200,693.2672854322545,3.7402309427428913,40.393250269845964,739.1109210621779
Cell1,1300,690.3687943593548,3.7403440400654375,40.39081635336109,739.1109210621779
Cell1,1400,687.6192406848993,3.7404744912809793,40.383829926246634,739.1109210621779
Cell1,1600,681.8263154580586,3.7412893832530125,0.5208844480873495,739.1109210621779
Cell1,1800,675.8871270316637,3.7415144606502584,40.42639107323001,739.1109210621779
Cell1,1900,672.743285643124,3.741878111050061,40.36162140628815,739.1109210621779
Cell1,2000,669.7317983178508,3.74182866385653,40.2979442066217,739.1109210621779
Cell1,2100,667.4184829442038,3.742031670153846,40.36416039661538,739.1109210621779
Cell1,2200,663.9526202195469,3.742237545485467,40.378259337662335,739.1109210621779
Cell1,2300,661.4396086354981,3.742374365259236,40.42450364638311,739.1109210621779
Cell1,2400,658.2324497447104,3.742677382189645,40.45575250062383,739.1109210621779
Cell1,2500,656.3019662937012,3.742594369680851,40.48525785951189,739.1109210621779
Cell1,2600,652.7810452742547,3.7433234485372755,40.51860900062913,739.1109210621779
Cell1,2700,651.274269703515,3.7426688089848676,40.477341894073135,739.1109210621779
Cell1,2800,648.8501025188361,3.7428102753481007,40.51885063259493,739.1109210621779
Cell1,2900,645.0218397585212,3.743819211461318,40.43651746259153,739.1109210621779
Cell1,3000,644.1689847636143,3.7435152985655082,40.57025249569653,739.1109210621779
Cell1,3100,642.0891597582703,3.74304625001599,40.50840361752478,739.1109210621779
Cell1,3200,638.7729233128966,3.743688392928319,40.50111671777564,739.1109210621779
Cell1,3300,637.8192441609972,3.743018325434643,40.464052947520926,739.1109210621779
Cell1,3500,632.2030179733683,3.745066382884053,40.24412404839234,739.1109210621779
Cell1,3600,631.7444982024535,3.7448143585310367,40.3355198316542,739.1109210621779
Cell1,3700,629.5202834064332,3.7450797408349636,40.501468861382904,739.1109210621779
Cell1,3800,625.4908168324312,3.7467241263296125,40.436845348653975,739.1109210621779
Cell1,3900,625.2583088284471,3.7456788158292276,40.45294666469622,739.1109210621779
Cell1,4000,623.5531647570597,3.745202498946328,40.50196408396444,739.1109210621779
Cell1,4100,620.4774481988763,3.7457507333884847,40.480764504632695,739.1109210621779
Cell1,4200,619.5186640586243,3.7449785352336753,40.49315957772621,739.1109210621779
Cell1,4300,617.6078318476868,3.7442331386635637,40.46304824501329,739.1109210621779
Cell1,4400,615.7261856172588,3.743838164254752,40.46354685228409,739.1109210621779
Cell1,4500,612.7444427379218,3.744812294436997,40.44848086729222,739.1109210621779
Cell1,4600,612.349611637397,3.743229158699296,40.41249004391552,739.1109210621779
Cell1,4800,608.8768448422716,3.7430926746797035,40.44707384592043,739.1109210621779
Cell1,5000,604.2869401481527,3.7426474184782608,40.39047319327445,739.1109210621779
Cell1,5100,603.2069763171048,3.7424525989448605,40.39145060585432,739.1109210621779
Cell1,5200,599.8239008415256,3.7461686148186173,40.684576422313484,739.1109210621779
Cell1,5300,599.8621534882067,3.7438703691991786,40.6943075797399,739.1109210621779
Cell1,5400,598.158701601549,3.743461799588195,40.690422556280026,739.1109210621779
Cell1,5500,594.2801484523485,3.745942169810017,40.75604489671848,739.1109210621779
Cell1,5600,594.4675726175096,3.7433909733080113,40.74882361740332,739.1109210621779
Cell1,5700,592.857351306983,3.7431510420013856,40.76850227977839,739.1109210621779
Cell1,5800,590.4253670448167,3.7434535819541033,40.78144194193324,739.1109210621779
Cell1,5900,589.4471143131173,3.7428177745733198,40.746279282828276,739.1109210621779
Cell1,6000,588.1173065952115,3.7424068148691094,40.766930744502616,739.1109210621779
Cell1,6100,585.5603691386312,3.7438984266736774,40.803082363477046,739.1109210621779
Cell1,6200,585.7463794615072,3.742171771784087,40.79044699754644,739.1109210621779
Cell1,6300,584.1518310216064,3.7415346047435,40.772532254040755,739.1109210621779
Cell1,6400,581.2757619596863,3.7445003663723067,40.8321776354645,739.1109210621779
Cell1,6500,581.6547783101196,3.7414235827099507,40.822366022230064,739.1109210621779
Cell1,6600,580.0334389678039,3.741068585527246,40.82652652476999,739.1109210621779
Cell1,6700,577.6338801898363,3.747703740227434,40.74415458386638,739.1109210621779
Cell1,6800,577.5893924134589,3.743337786389481,40.76943933866382,739.1109210621779
Cell1,6900,576.416770813853,3.742773966631054,40.80879391239316,739.1109210621779
Cell1,7000,573.0979789577467,3.7465424418338107,40.749389394699136,739.1109210621779
Cell1,7100,573.0979789577467,3.7465424418338107,40.749389394699136,739.1109210621779
Cell1,7200,574.9714659926825,3.7428722781506605,40.78109647161728,739.1109210621779
Cell1,7300,572.0375640082297,3.7411146043415857,40.80472365590241,739.1109210621779
Cell1,7400,570.436583787218,3.740624219647355,40.8119091813602,739.1109210621779
Cell1,7500,568.267859513994,3.741631014631503,40.80552061054913,739.1109210621779
Cell1,7600,567.7929103307428,3.739830421113521,40.78884041178597,739.1109210621779
Cell1,7700,566.7532309264086,3.739349720608475,40.79084076530243,739.1109210621779
Cell1,7800,564.2265724626601,3.740730690942161,40.765426004728994,739.1109210621779
Cell1,7900,564.3176975749817,3.738615056202255,40.770597697708254,739.1109210621779
Cell1,8000,563.0464545433011,3.738134389609917,40.75151154903391,739.1109210621779
Cell1,8100,560.0135969052836,3.7413366590542525,40.80903719281524,739.1109210621779
Cell1,8200,560.6495828680589,3.7374783565885794,40.72716385102489,739.1109210621779
Cell2,0,734.8189656975843,3.734724948686417,40.499935564561206,734.8189656975843
Cell2,100,726.6220579061855,3.7363482116699633,40.42164442102288,734.8189656975843
Cell2,200,722.1571400208163,3.737390495166335,40.414787726471424,734.8189656975843
Cell2,300,719.2156200035366,3.737397836682843,40.426595697402234,734.8189656975843
Cell2,400,714.5823074647996,3.73865225612069,40.40777006666667,734.8189656975843
Cell2,500,711.1216758331502,3.7389033426097,40.408104486431874,734.8189656975843
Cell2,600,708.0616104027846,3.7391747736445344,40.3824394647724,734.8189656975843
Cell2,700,705.4509534216545,3.739185263133372,40.42205248485731,734.8189656975843
Cell2,800,701.9102314870742,3.7397095282704123,40.41304891776412,734.8189656975843
Cell2,900,699.2549903478053,3.7399610715334903,40.406623299353704,734.8189656975843
Cell2,1000,696.6637550136685,3.7403109151577705,40.38615575287526,734.8189656975843
Cell2,1100,693.9847933360154,3.740614720870338,40.43923640941385,734.8189656975843
Cell2,1200,691.2011130181581,3.7407198246656757,40.42117673521545,734.8189656975843
Cell2,1300,688.2824454375678,3.740737267830498,40.417546981498056,734.8189656975843
Cell2,1400,685.4468687684393,3.740922772370393,40.411980738088104,734.8189656975843
Cell2,1600,679.5110214082981,3.740926314752116,40.493198905985494,734.8189656975843
Cell2,1800,674.0054456104837,3.741050950289546,40.4795377683633,734.8189656975843
Cell2,1900,670.6497832609933,3.7410919916079637,40.4279020762634,734.8189656975843
Cell2,2000,667.3525808571167,3.7412424195136964,40.38802808402585,734.8189656975843
Cell2,2100,665.2355876842753,3.7416881036751075,40.44058446602841,734.8189656975843
Cell2,2200,661.5433404840155,3.74182640704969,40.44185112701863,734.8189656975843
Cell2,2300,659.7519802009176,3.7417249648194275,40.48383985367372,734.8189656975843
Cell2,2400,656.2873914063993,3.7421034434428795,40.498462128638494,734.8189656975843
Cell2,2500,654.6501051945633,3.7420992084405396,40.52083827016003,734.8189656975843
Cell2,2600,650.3893528573778,3.7423109418825016,40.538349725837016,734.8189656975843
Cell2,2700,649.6653133077699,3.741924070218147,40.520316920328796,734.8189656975843
Cell2,2800,647.1329168947415,3.7421319950158725,40.532147353968256,734.8189656975843
Cell2,2900,642.1348249865453,3.742777786756238,40.476797472488805,734.8189656975843
Cell2,3000,641.7052831471693,3.7428340084507044,40.56020144590269,734.8189656975843
Cell2,3100,638.9952205493706,3.742496210318226,40.52496510928962,734.8189656975843
Cell2,3200,634.9703545346578,3.743120599061793,40.516193736007764,734.8189656975843
Cell2,3300,634.2086228227167,3.7428765277939746,40.502423436345964,734.8189656975843
Cell2,3500,627.7048777025079,3.744556815445026,40.33287734882199,734.8189656975843
Cell2,3600,628.1200744890406,3.7447224493132762,40.398446917266185,734.8189656975843
Cell2,3700,626.1354826394687,3.7450205639763783,40.55692658234908,734.8189656975843
Cell2,3800,621.1583132684733,3.7462032114417996,40.464756234457674,734.8189656975843
Cell2,3900,621.4628930235764,3.745827006876033,40.46984868297521,734.8189656975843
Cell2,4000,619.5183548363003,3.745396382592838,40.506973361405834,734.8189656975843
Cell2,4100,615.5350095355564,3.7457423562562564,40.48787027360694,734.8189656975843
Cell2,4200,614.8821184840259,3.7453312916137653,40.492834794520554,734.8189656975843
Cell2,4300,612.8973459219055,3.7446850448056304,40.46622335321716,734.8189656975843
Cell2,4400,610.9128049558445,3.744542099798252,40.45096029354405,734.8189656975843
Cell2,4500,607.28245491411,3.7454069855548036,40.4685902297023,734.8189656975843
Cell2,4600,606.9661398070712,3.7443915983417937,40.4315713177665,734.8189656975843
Cell2,4800,603.2893260278694,3.744344910010214,40.468160961865856,734.8189656975843
Cell2,5000,565.6961522931484,3.720027082788671,40.49576631989833,734.8189656975843
Cell2,5100,577.9189479132826,3.723112667164179,40.490651550106605,734.8189656975843
Cell2,5200,575.4802012975294,3.726550581263383,40.677804366167024,734.8189656975843
Cell2,5300,580.878875800554,3.725174959618105,40.6727544013437,734.8189656975843
Cell2,5400,581.026022733551,3.725124242806645,40.6631660661011,734.8189656975843
Cell2,5500,575.9512937736342,3.7287732057417977,40.72938213908702,734.8189656975843
Cell2,5600,578.8701634543729,3.726406030553584,40.703107674237046,734.8189656975843
Cell2,5700,578.0391777470296,3.7261847305614784,40.701196590262974,734.8189656975843
Cell2,5800,575.294154472195,3.725780064905391,40.75148059478758,734.8189656975843
Cell2,5900,574.6726428197767,3.7257279005718367,40.69348293781272,734.8189656975843
Cell2,6000,573.0003167713386,3.725514870322581,40.68753851505377,734.8189656975843
